business_name,address,phone_number,email,city,state,zip_code_postcode,website,description,latitude,longitude,ticker_symbol,kindex_score,is_black_owned,business_location,category,hero_image,owner_name,is_premium,tier_level,is_ecommerce,is_veteran,subscription_tier,marketing_generations_used,is_priority_pinned,is_claimed,kindex_velocity,ar_asset_url,is_ar_enabled,has_flash_beacon,loi_signed,marketing_tier,doordash_url,ubereats_url,grubhub_url,is_delivery_eligible,firestore_location,search_keywords,is_farmer,is_wholesale,is_retail,is_verified,review_count,interaction_count,total_sentiment_score
Nome's Catering and Event Planning Services,"11825 West Ave #102, San Antonio, TX 78216",2105702035,,San Antonio,Texas,78216,https://nomecateringsa.com/,,29.549473,-98.5063128,NOME,500,FALSE,"29.549473, -98.5063128",Caterer,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.549473, -98.5063128",,FALSE,FALSE,FALSE,FALSE,0,0,0
Unique Lenique's Beauty Spot,"742 Northwest Loop 410 Ste 113 Rm 46, San Antonio, TX 78216",5043855751,,San Antonio,Texas,78216,http://www.ulbspot.com/,,29.5183016,-98.503885,UNIQ,500,FALSE,"29.5183016, -98.503885",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5183016, -98.503885",,FALSE,FALSE,FALSE,FALSE,0,0,0
Studio 55 Luxe Beauty,"126 W Rector Dr, San Antonio, TX 78216",2102339427,,San Antonio,Texas,78216,http://studio55luxebeauty.com/,,29.5165852,-98.4949937,STUD,500,FALSE,"29.5165852, -98.4949937",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5165852, -98.4949937",,FALSE,FALSE,FALSE,FALSE,0,0,0
Bez LLC,"10127 Morocco St, San Antonio, TX 78216",8002079868,,San Antonio,Texas,78216,https://www.bezllc.com/,,29.5351998,-98.492914,BEZ,500,FALSE,"29.5351998, -98.492914",Business management consultant,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"29.5351998, -98.492914",,FALSE,FALSE,FALSE,FALSE,0,0,0
"San Antonio African American Community Archive and Museum (""say-CAM"") @ La Villita","218 S Presa St, San Antonio, TX 78205",2107243350,,San Antonio,Texas,78205,http://saaacam.org/,,29.4212672,-98.4894987,SANA,500,FALSE,"29.4212672, -98.4894987",Museum,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4212672, -98.4894987",,FALSE,FALSE,FALSE,FALSE,0,0,0
Tony G's Soul Food,"915 S Hackberry St, San Antonio, TX 78210",2104511234,,San Antonio,Texas,78210,http://www.tonygssoulfood.com/,"Bright option for down-home Southern-style breakfasts & lunches, plus Sunday brunch & live jazz.",29.4097508,-98.4736121,TONY,500,FALSE,"29.4097508, -98.4736121",Restaurant,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4097508, -98.4736121",,FALSE,FALSE,FALSE,FALSE,0,0,0
Black Business San Antonio,"314 N Hackberry St, San Antonio, TX 78202",,,San Antonio,Texas,78202,,,29.4231739,-98.4729075,BLAC,500,FALSE,"29.4231739, -98.4729075",Association / Organization,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"29.4231739, -98.4729075",,FALSE,FALSE,FALSE,FALSE,0,0,0
Harmoni Salon,"332 W Sunset Rd Unit 8, San Antonio, TX 78209",2104954920,,San Antonio,Texas,78209,http://www.harmonisalons.com/,,29.5068701,-98.4723716,HARM,500,FALSE,"29.5068701, -98.4723716",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5068701, -98.4723716",,FALSE,FALSE,FALSE,FALSE,0,0,0
M Noire Beauty & Wellness,"8546 Broadway #231, San Antonio, TX 78217",5304816643,,San Antonio,Texas,78217,https://www.mnoirebeautywellness.com/,,29.5183669,-98.4622506,MNOI,500,FALSE,"29.5183669, -98.4622506",Health spa,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5183669, -98.4622506",,FALSE,FALSE,FALSE,FALSE,0,0,0
Black Contractors Association San Antonio,"2803 E Commerce St #6, San Antonio, TX 78203",2109404501,,San Antonio,Texas,78203,https://blackcontractorsa.org/,,29.4199184,-98.4469777,BLAC,500,FALSE,"29.4199184, -98.4469777",Business networking company,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"29.4199184, -98.4469777",,FALSE,FALSE,FALSE,FALSE,0,0,0
Goldie Loc's Natural Strands Llc,"2914 Old Thousand Oaks, San Antonio, TX 78247",2108570446,,San Antonio,Texas,78247,https://www.goldielocstx.com/,,29.5763061,-98.4418924,GOLD,500,FALSE,"29.5763061, -98.4418924",Loctician service,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5763061, -98.4418924",,FALSE,FALSE,FALSE,FALSE,0,0,0
House of RoyalT Beauty Bar & Boutique,"215 Coca-Cola Pl Ste 221, San Antonio, TX 78219",2103336001,,San Antonio,Texas,78219,https://www.thehouseofroyalt.com/,,29.4231219,-98.4403153,HOUS,500,FALSE,"29.4231219, -98.4403153",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4231219, -98.4403153",,FALSE,FALSE,FALSE,FALSE,0,0,0
Mallorca Salon Studios & Suites,"2947 Thousand Oaks Dr #5, San Antonio, TX 78247",2106863210,,San Antonio,Texas,78247,https://mallorcasalonstudios.com/,,29.5787016,-98.4397155,MALL,500,FALSE,"29.5787016, -98.4397155",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5787016, -98.4397155",,FALSE,FALSE,FALSE,FALSE,0,0,0
Greater Brands,"4035 Naco Perrin Blvd Suite 200 G, San Antonio, TX 78217",2105969005,,San Antonio,Texas,78217,http://www.buildgreaterbrands.com/,,29.5437585,-98.4152105,GREA,500,FALSE,"29.5437585, -98.4152105",Consultant,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5437585, -98.4152105",,FALSE,FALSE,FALSE,FALSE,0,0,0
B Michele Branding Agency,"10615 Perrin Beitel #401, San Antonio, TX 78217",8326376611,,San Antonio,Texas,78217,https://bmichele.com/,,29.5375148,-98.411788,BMIC,500,FALSE,"29.5375148, -98.411788",Business development service,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"29.5375148, -98.411788",,FALSE,FALSE,FALSE,FALSE,0,0,0
Momma Luv's Soul & Caribbean Food,"2427 Austin Hwy, San Antonio, TX 78218",2109770060,,San Antonio,Texas,78218,https://online.skytab.com/s/mommaluvssoul,,29.5099843,-98.4086762,MOMM,500,FALSE,"29.5099843, -98.4086762",Restaurant,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5099843, -98.4086762",,FALSE,FALSE,FALSE,FALSE,0,0,0
La Belle African Hair Braiding LLC.,"4418 Walzem Rd, San Antonio, TX 78218",2109991777,,San Antonio,Texas,78218,http://www.labelleafricanbraids.com/,,29.5096473,-98.4071361,LABE,500,FALSE,"29.5096473, -98.4071361",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5096473, -98.4071361",,FALSE,FALSE,FALSE,FALSE,0,0,0
Hair By Michael Farris,"4407 Walzem Rd #101, San Antonio, TX 78218",2106891075,,San Antonio,Texas,78218,http://www.facebook.com/thurstyroots,,29.5105687,-98.4067934,HAIR,500,FALSE,"29.5105687, -98.4067934",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5105687, -98.4067934",,FALSE,FALSE,FALSE,FALSE,0,0,0
African American Chamber-Commerce,"4458 E Houston St, San Antonio, TX 78220",2104359106,,San Antonio,Texas,78220,https://www.africanamericanchambersa.org/,,29.4238339,-98.4066136,AFRI,500,FALSE,"29.4238339, -98.4066136",Chamber of Commerce,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,TRUE,"29.4238339, -98.4066136",,FALSE,FALSE,FALSE,FALSE,0,0,0
Divinity Massage & Oasis Spa,"4411 Walzem Rd #207, San Antonio, TX 78218",2108840341,,San Antonio,Texas,78218,https://www.divinityoasis.com/,,29.5108754,-98.4063658,DIVI,500,FALSE,"29.5108754, -98.4063658",Day spa,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5108754, -98.4063658",,FALSE,FALSE,FALSE,FALSE,0,0,0
J' Jireh's Salon & Hair Restoration ctr.,"4411 Walzem Rd Ste 101, San Antonio, TX 78218",2106469200,,San Antonio,Texas,78218,http://www.jjirehssalon.com/,,29.5107525,-98.4062835,J'JI,500,FALSE,"29.5107525, -98.4062835",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5107525, -98.4062835",,FALSE,FALSE,FALSE,FALSE,0,0,0
"Maven Hair Studio, LLC","12521 Nacogdoches Rd Ste 106, San Antonio, TX 78217",2105770163,,San Antonio,Texas,78217,http://www.mavenhairstudio.com/,,29.5539119,-98.4038485,MAVE,500,FALSE,"29.5539119, -98.4038485",Beauty salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5539119, -98.4038485",,FALSE,FALSE,FALSE,FALSE,0,0,0
Meticulous Hair Salon,"Behind Shape Shifters Barbershop, 2252 S Ww White Rd Building #2, San Antonio, TX 78222",2104786263,,San Antonio,Texas,78222,http://www.styleseat.com/monicaprice,,29.3905579,-98.4038212,METI,500,FALSE,"29.3905579, -98.4038212",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.3905579, -98.4038212",,FALSE,FALSE,FALSE,FALSE,0,0,0
MD305 Soulfood Catfish & Wings Mobile Food Trailer,"14092 Nacogdoches Rd, San Antonio, TX 78247",,,San Antonio,Texas,78247,http://www.md305.com/,,29.569653,-98.3826526,MD30,500,FALSE,"29.569653, -98.3826526",Food producer,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.569653, -98.3826526",,FALSE,FALSE,FALSE,FALSE,0,0,0
Lady B African Hair Braiding & Boutique,"6060 Montgomery Dr #120, San Antonio, TX 78239",2106390671,,San Antonio,Texas,78239,https://ladybhairboutique.com/,,29.5102724,-98.3688947,LADY,500,FALSE,"29.5102724, -98.3688947",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5102724, -98.3688947",,FALSE,FALSE,FALSE,FALSE,0,0,0
Virgo Hair Braiding Salon | African Braiders,"6220 Binz Engleman Rd #105, San Antonio, TX 78244",2105962909,,San Antonio,Texas,78244,https://virgohairbraiding.com/?utm_source=google&utm_medium=listing,,29.4596842,-98.3677759,VIRG,500,FALSE,"29.4596842, -98.3677759",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4596842, -98.3677759",,FALSE,FALSE,FALSE,FALSE,0,0,0
TA Travel Center,"6170 I-10, San Antonio, TX 78219",2103100145,,San Antonio,Texas,78219,https://www.ta-petro.com/location/tx/ta-san-antonio,,29.4432439,-98.3617454,TATR,500,FALSE,"29.4432439, -98.3617454",Truck stop,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4432439, -98.3617454",,FALSE,FALSE,FALSE,FALSE,0,0,0
Burger King,"6359 Rittiman Rd, San Antonio, TX 78218",2109042100,,San Antonio,Texas,78218,https://burgerking.com/store-locator/store/25009,"Well-known fast-food chain serving grilled burgers, fries & shakes.",29.4810723,-98.3616915,BURG,500,FALSE,"29.4810723, -98.3616915",Fast food restaurant,,,FALSE,,TRUE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"29.4810723, -98.3616915",,FALSE,FALSE,FALSE,FALSE,0,0,0
"INFLATABLE MOVIES & MORE, LLC","6531 Fm78 Ste #110-245, San Antonio, TX 78244",2108108511,,San Antonio,Texas,78244,,,29.4815988,-98.3597834,INFL,500,FALSE,"29.4815988, -98.3597834",Entertainment agency,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4815988, -98.3597834",,FALSE,FALSE,FALSE,FALSE,0,0,0
The UPS Store,"6531 Fm78 Ste #110, San Antonio, TX 78244",2103101196,,San Antonio,Texas,78244,https://locations.theupsstore.com/tx/san-antonio/6531-fm-78?utm_source=Yext&utm_medium=organic&utm_campaign=Listings,"Store offering shipping, packaging, printing & other services, plus office supplies.",29.4816695,-98.3596328,UPSS,500,FALSE,"29.4816695, -98.3596328",Shipping and mailing service,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4816695, -98.3596328",,FALSE,FALSE,FALSE,FALSE,0,0,0
Sublime Hair Salon,"6634 Binz Engleman Rd #100, Converse, TX 78109",2109948199,,Converse,Texas,78109,,,29.4627582,-98.3591507,SUBL,500,FALSE,"29.4627582, -98.3591507",Beauty salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4627582, -98.3591507",,FALSE,FALSE,FALSE,FALSE,0,0,0
Meeks Cafe,"5578 N Foster Rd, San Antonio, TX 78244",2104293158,,San Antonio,Texas,78244,https://www.meekscafe.com/,,29.4775863,-98.3589583,MEEK,500,FALSE,"29.4775863, -98.3589583",Takeout Restaurant,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4775863, -98.3589583",,FALSE,FALSE,FALSE,FALSE,0,0,0
BraidGirl Beauty Salon,"6919 Knights Haven, San Antonio, TX 78233",2533748555,,San Antonio,Texas,78233,https://sites.google.com/view/braidgirl/home,,29.5743825,-98.3520783,BRAI,500,FALSE,"29.5743825, -98.3520783",Hair salon,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"29.5743825, -98.3520783",,FALSE,FALSE,FALSE,FALSE,0,0,0
GODDESS AFRICAN HAIR BRAIDING,"Sleepy Brook By Walzem Road, Fm78, San Antonio, TX 78244",2103100001,,San Antonio,Texas,78244,http://goddessafricanhairbraiding.wordpress.com/,,29.4915852,-98.3343883,GODD,500,FALSE,"29.4915852, -98.3343883",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.4915852, -98.3343883",,FALSE,FALSE,FALSE,FALSE,0,0,0
Sauce's Southern Kitchen Cajun & Creole Cuisine,"122 W Lindbergh Blvd, Universal City, TX 78148",2105776396,,Universal City,Texas,78148,https://www.saucessouthernkitchen.com/,,29.5445173,-98.2896116,SAUC,500,FALSE,"29.5445173, -98.2896116",Restaurant,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.5445173, -98.2896116",,FALSE,FALSE,FALSE,FALSE,0,0,0
Village in the Valley (ViVa),"2208 Primrose Ave W Unit J-1, Mcallen, TX 78504",9562780873,,McAllen,Texas,78504,https://villageinthevalley.org/,,26.2445112,-98.2375767,VILL,500,FALSE,"26.2445112, -98.2375767",Non-profit organization,,,FALSE,,,,Free,,,,0,,,,,,,,,,"26.2445112, -98.2375767",,FALSE,FALSE,FALSE,FALSE,0,0,0
McAllen Creative Incubator,"601 N Main St, Mcallen, TX 78501",9566872787,,McAllen,Texas,78501,http://www.mcallenincubator.com/,,26.2100168,-98.2337245,MCAL,500,FALSE,"26.2100168, -98.2337245",Performing arts group,,,FALSE,,,,Free,,,,0,,,,,,,,,,"26.2100168, -98.2337245",,FALSE,FALSE,FALSE,FALSE,0,0,0
Pay Per Lead Marketing Agency,"1117 Pecan Blvd, Mcallen, TX 78501",,,McAllen,Texas,78501,https://www.payperlead.com/mcallen-texas,,26.2179021,-98.2296017,PAYP,500,FALSE,"26.2179021, -98.2296017",Advertising agency,,,FALSE,,,,Free,,,,0,,,,,,,,,,"26.2179021, -98.2296017",,FALSE,FALSE,FALSE,FALSE,0,0,0
Thairapy x BraidsbyBeckaa,"2217 N 10Th St #1, Mcallen, TX 78501",9562468641,,McAllen,Texas,78501,http://thairapyxbbb.glossgenius.com/,,26.224003,-98.2269392,THAI,500,FALSE,"26.224003, -98.2269392",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"26.224003, -98.2269392",,FALSE,FALSE,FALSE,FALSE,0,0,0
Casa Jennings,"2405 N 10Th St, Mcallen, TX 78504",9563032560,,McAllen,Texas,78504,https://casajennings.com/,,26.2253322,-98.2267023,CASA,500,FALSE,"26.2253322, -98.2267023",Boutique,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"26.2253322, -98.2267023",,FALSE,FALSE,FALSE,FALSE,0,0,0
Bustdown Custom Jewelers,"601 E Nolana Ave, Mcallen, TX 78504",,,McAllen,Texas,78504,https://bustdown.com/texas/custom-jewelers-mcallen,,26.2378935,-98.2075787,BUST,500,FALSE,"26.2378935, -98.2075787",Jewelry manufacturer,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"26.2378935, -98.2075787",,FALSE,FALSE,FALSE,FALSE,0,0,0
Black Honey Coffee Co,"1519 S Mccoll Rd Ste 1, Edinburg, TX 78539",,,Edinburg,Texas,78539,,,26.292047,-98.1983579,BLAC,500,FALSE,"26.292047, -98.1983579",Coffee shop,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"26.292047, -98.1983579",,FALSE,FALSE,FALSE,FALSE,0,0,0
Black Brew Coffee Bus 83 (Weslaco Glass Bldg),"Glass Bldg, 2731 W Business 83 B, Weslaco, TX 78596",9565760395,,Weslaco,Texas,78596,,,26.1640685,-98.0175529,BLAC,500,FALSE,"26.1640685, -98.0175529",Coffee shop,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"26.1640685, -98.0175529",,FALSE,FALSE,FALSE,FALSE,0,0,0
Black Brew Company,"512 S Westgate Dr Ste G1, Weslaco, TX 78596",9566442304,,Weslaco,Texas,78596,http://blackbrewcompany.com/,,26.1553104,-98.0073851,BLAC,500,FALSE,"26.1553104, -98.0073851",Coffee shop,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"26.1553104, -98.0073851",,FALSE,FALSE,FALSE,FALSE,0,0,0
Deep Roots ATX Salon Bee Cave,"15601 State Hwy 71 Ste 210, Bee Cave, TX 78738",5125058525,,Bee Cave,Texas,78738,http://www.deeprootsatxsalon.com/,,30.3167946,-97.9865525,DEEP,500,FALSE,"30.3167946, -97.9865525",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.3167946, -97.9865525",,FALSE,FALSE,FALSE,FALSE,0,0,0
Capelli Salon Austin,"2300 Lohmans Spur Unit 118, Austin, TX 78734",5124325429,,Austin,Texas,78734,https://capellisalondallas.com/,,30.3383559,-97.9715631,CAPE,500,FALSE,"30.3383559, -97.9715631",Hairdresser,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"30.3383559, -97.9715631",,FALSE,FALSE,FALSE,FALSE,0,0,0
Hair Forum,"703 E Kingsbury St, Seguin, TX 78155",8303797794,,Seguin,Texas,78155,,,29.580654,-97.9580217,HAIR,500,FALSE,"29.580654, -97.9580217",Beauty salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.580654, -97.9580217",,FALSE,FALSE,FALSE,FALSE,0,0,0
Culture ATX Salon,"3900 Ranch Rd 620 S #102, Austin, TX 78738",5129922800,,Austin,Texas,78738,http://cultureatxsalon.com/,,30.3135657,-97.9491101,CULT,500,FALSE,"30.3135657, -97.9491101",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.3135657, -97.9491101",,FALSE,FALSE,FALSE,FALSE,0,0,0
Razor & Whiskey,"118 W San Antonio St, San Marcos, TX 78666",7373922567,,San Marcos,Texas,78666,http://razorandwhiskey.com/,,29.88225,-97.9418888,RAZO,500,FALSE,"29.88225, -97.9418888",Barber shop,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.88225, -97.9418888",,FALSE,FALSE,FALSE,FALSE,0,0,0
The Mack Lounge,"110 W San Antonio St, San Marcos, TX 78666",5122108446,,San Marcos,Texas,78666,http://themacklounge.booksy.com/a/,,29.882229,-97.9417013,MACK,500,FALSE,"29.882229, -97.9417013",Barber shop,,,FALSE,,,,Free,,,,0,,,,,,,,,,"29.882229, -97.9417013",,FALSE,FALSE,FALSE,FALSE,0,0,0
Blade Pink Beauty Salon,"1330 Aquarena Springs Dr Ste#115, San Marcos, TX 78666",7372134040,,San Marcos,Texas,78666,http://bladepinkbeauty.com/,,29.8921487,-97.9219639,BLAD,500,FALSE,"29.8921487, -97.9219639",Hair salon,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"29.8921487, -97.9219639",,FALSE,FALSE,FALSE,FALSE,0,0,0
"Posh Permanent Makeup, LLC","11719 Rm 2244 Suite 101, Bee Cave, TX 78738",5122514170,,Bee Cave,Texas,78738,http://poshpermanentmakeup.com/,,30.3078566,-97.9203967,POSH,500,FALSE,"30.3078566, -97.9203967",Permanent make-up clinic,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.3078566, -97.9203967",,FALSE,FALSE,FALSE,FALSE,0,0,0
Austin Curls,"4300 N Quinlan Park Rd #200, Austin, TX 78732",5122227044,,Austin,Texas,78732,https://www.austincurls.com/locations/steiner-ranch/,,30.381816,-97.884877,AUST,500,FALSE,"30.381816, -97.884877",Hair salon,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"30.381816, -97.884877",,FALSE,FALSE,FALSE,FALSE,0,0,0
Vizionz Hair Salon Inc,"719 N Us Hwy 183, Liberty Hill, TX 78642",5125486482,,Liberty Hill,Texas,78642,http://www.vizionzhairsalon.com/,,30.6427637,-97.8703925,VIZI,500,FALSE,"30.6427637, -97.8703925",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.6427637, -97.8703925",,FALSE,FALSE,FALSE,FALSE,0,0,0
Leander Beauty Supply,"Behind Leander Nutrition, 11880 Hero Way W Ste 107, Leander, TX 78641",5125285111,,Leander,Texas,78641,http://www.leanderbeautysupply.com/,,30.5779018,-97.8702335,LEAN,500,FALSE,"30.5779018, -97.8702335",Beauty supply store,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.5779018, -97.8702335",,FALSE,FALSE,FALSE,FALSE,0,0,0
Scissors & Scotch,"7415 Southwest Pkwy Building 4, Suite 200 Building 4, Austin, TX 78735",5127584520,,Austin,Texas,78735,https://scissorsscotch.com/locations/tx/austin/southwest-parkway/,,30.2551061,-97.8673385,SCIS,500,FALSE,"30.2551061, -97.8673385",Barber shop,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.2551061, -97.8673385",,FALSE,FALSE,FALSE,FALSE,0,0,0
Salon Suites & Spa,"Salon Suites & Spa 17 Personal Suites Inside, 2082 Us-183 Suite 180, Leander, TX 78641",5127621021,,Leander,Texas,78641,https://www.txsalonsuites.com/,,30.6272861,-97.865801,SALO,500,FALSE,"30.6272861, -97.865801",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.6272861, -97.865801",,FALSE,FALSE,FALSE,FALSE,0,0,0
Munch Munch Waffles & More,"9073 W State Hwy 29 #101, Liberty Hill, TX 78642",5124568633,,Liberty Hill,Texas,78642,https://munchmunchwaffles.com/?utm_source=google,,30.6420887,-97.8406391,MUNC,500,FALSE,"30.6420887, -97.8406391",Breakfast restaurant,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.6420887, -97.8406391",,FALSE,FALSE,FALSE,FALSE,0,0,0
Blonde + Co Salon,"11521 N Fm 620 Ste 275, Austin, TX 78726",7372674294,,Austin,Texas,78726,http://www.blondeandcoatx.com/,,30.4528825,-97.8263211,BLON,500,FALSE,"30.4528825, -97.8263211",Hair salon,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"30.4528825, -97.8263211",,FALSE,FALSE,FALSE,FALSE,0,0,0
Winston's Kitchen,"2103 W Slaughter Ln, Austin, TX 78748",5125416282,,Austin,Texas,78748,http://www.winstonskitchenatx.com/,,30.1731959,-97.8261511,WINS,500,FALSE,"30.1731959, -97.8261511",Caribbean restaurant,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.1731959, -97.8261511",,FALSE,FALSE,FALSE,FALSE,0,0,0
Sistah Sistah Beauty Supply,"251 N Bell Blvd Ste 114-A, Cedar Park, TX 78613",5122508000,,Cedar Park,Texas,78613,http://sistahsistah.com/,,30.5111965,-97.8246847,SIST,500,FALSE,"30.5111965, -97.8246847",Beauty supply store,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.5111965, -97.8246847",,FALSE,FALSE,FALSE,FALSE,0,0,0
Danny’s barbershop,"2301 S Lakeline Blvd #400, Cedar Park, TX 78613",5122584400,,Cedar Park,Texas,78613,http://www.dannysbarbershop.us/,,30.4778168,-97.8185498,DANN,500,FALSE,"30.4778168, -97.8185498",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.4778168, -97.8185498",,FALSE,FALSE,FALSE,FALSE,0,0,0
Deep Roots ATX Salon Cedar Park,"1310 E Whitestone Blvd #550, Cedar Park, TX 78613",5125058525,,Cedar Park,Texas,78613,http://www.deeprootsatxsalon.com/,,30.524256,-97.814404,DEEP,500,FALSE,"30.524256, -97.814404",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.524256, -97.814404",,FALSE,FALSE,FALSE,FALSE,0,0,0
Brittany’s Boutique Salon LLC,"Inside Sola’S Salon, 2901 S Capital Of Texas Hwy Ste A13, Austin, 78746, Suite.40, Austin, TX 78746",5129026525,,Austin,Texas,78746,http://www.brittanysboutique.net/,,30.25914,-97.8083554,BRIT,500,FALSE,"30.25914, -97.8083554",Hair salon,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"30.25914, -97.8083554",,FALSE,FALSE,FALSE,FALSE,0,0,0
Katy Reddell Beauty,"6000 Menchaca Rd Bldg.1, Suite 1, Austin, TX 78745",2547499947,,Austin,Texas,78745,http://www.katyreddellbeauty.com/,,30.2128845,-97.8024478,KATY,500,FALSE,"30.2128845, -97.8024478",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.2128845, -97.8024478",,FALSE,FALSE,FALSE,FALSE,0,0,0
Premium Fade League (Online Appointments Only),"14005 Research Blvd Ste 1200, Austin, TX 78717",,,Austin,Texas,78717,https://premiumfadeleague.com/,,30.4763759,-97.7981837,PREM,500,FALSE,"30.4763759, -97.7981837",Barber shop,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.4763759, -97.7981837",,FALSE,FALSE,FALSE,FALSE,0,0,0
It Girls Hair Studio,"14005 N Hwy 183 Ste 1200 #119, Austin, TX 78717",7139669337,,Austin,Texas,78717,http://www.itgirlshairstudio.com/,,30.4758297,-97.7977274,ITGI,500,FALSE,"30.4758297, -97.7977274",Hair salon,,,FALSE,,,,Free,,,,0,,,,,,,,,,"30.4758297, -97.7977274",,FALSE,FALSE,FALSE,FALSE,0,0,0
Bold Creationz,"13343 Us-183, Austin, TX 78750",2145869175,,Austin,Texas,78750,http://www.boldcreationz.com/,,30.4462494,-97.7862683,BOLD,500,FALSE,"30.4462494, -97.7862683",Hair salon,,,FALSE,,FALSE,FALSE,Free,3,FALSE,FALSE,0,,FALSE,FALSE,FALSE,basic,,,,FALSE,"30.4462494, -97.7862683",,FALSE,FALSE,FALSE,FALSE,0,0,0
